"subclass","name","description","data","divisions","keywords","slug","url","country","state","city","lat","lng","pinned_by","pinned_at","visibility","status_flag","owner_id","deleted","publish_date","created_at","updated_at"
"infoResource","Adelphi University","NULL","NULL","|4|1|","|emergency|services|administration|management|homeland|environmental|","NULL","http://university-college.adelphi.edu/academics/undergraduate-degrees/bachelor-of-science-in-emergency-services-administration","united states","new york","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Adler School","NULL","NULL","|3|1|","|disaster|psychology|terrorism|private|sector|emergency|management|","NULL","http://www.adler.edu/page/areas-of-study/chicago/ma-in-emergency-management-leadership/overview","united states","illinois","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Administration of the Territorial Land Acts System (ATLAS)","NULL","NULL","|2|","|emergency|management|hazard|disaster|education|coordination|","NULL","http://gis.maca.gov.nt.ca/Website/index.asp","canada","northwest territories","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","_Comprehensive Emergency Management Plan Health Annex","NULL","NULL","|3|","|emergency|response|plan|earthquake|seismi|tsunami|volcanic|volcanic eruption|wildfire|hydrological|flood|drought|severe weather|storm surge|hazardous materials|spills|oil spills|dam breaches|disease|epidemics|pandemic|infuenza|terror|","NULL","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/provincial-emergency-planning/public-health-and-medical-services-annex.pdf","canada","british columbia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","_Environmental Emergency Program","NULL","NULL","|3|1|","|coroner|fatality|response|plan|remains|transportation|storage|morgue|science academia research|","NULL","http://www2.gov.bc.ca/gov/content/environment/air-land-water/spills-environmental-emergencies/environmental-emergency-program","canada","british columbia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Agency of Transportation","NULL","NULL","|3|4|","NULL","NULL","http://vtrans.vermont.gov/","united states","vermont","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Aging","NULL","NULL","|1|2|","NULL","NULL","http://www.aging.ca.gov/?AspxAutoDetectCookieSupport=1","united states","california","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Aging and Adult Services","NULL","NULL","|1|2|","NULL","NULL","http://www.hsdaas.utah.gov/","united states","utah","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Aging and Disability","NULL","NULL","|1|2|","NULL","NULL","http://www.dads.state.tx.us/","united states","texas","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Aging and Elderly","NULL","NULL","|1|2|","NULL","NULL","http://www.aging.idaho.gov/","united states","idaho","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Agriculture","NULL","NULL","|3|2|","NULL","NULL","http://agriculture.ks.gov/","united states","kansas","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Agriculture","NULL","NULL","|3|2|","NULL","NULL","http://agriculture.wy.gov/","united states","wyoming","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Agriculture","NULL","NULL","|3|2|","NULL","NULL","http://www.agri.idaho.gov/","united states","idaho","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Agriculture","NULL","NULL","|3|2|","NULL","NULL","http://ag.utah.gov/","united states","utah","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Agriculture","NULL","NULL","|3|2|","NULL","NULL","https://agriculture.az.gov/","united states","arizona","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Agriculture","NULL","NULL","|3|2|","NULL","NULL","http://agri.nv.gov/","united states","nevada","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Agriculture","NULL","NULL","|3|2|","NULL","NULL","http://hdoa.hawaii.gov/","united states","hawaii","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Agriculture (WSDA)","NULL","NULL","|3|2|","NULL","NULL","http://agr.wa.gov/","united states","washington","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Aiken County Emergency Management","NULL","NULL","|3|4|","NULL","NULL","https://www.aikencountysc.gov/DspSvc.php?qSvcID=41","united states","south carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alabama Department of Senior Services","NULL","NULL","|1|2|","NULL","NULL","http://www.alabamaageline.gov/","united states","alabama","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alabama Department of Transportation","NULL","NULL","|3|4|","NULL","NULL","http://www.dot.state.al.us/","united states","alabama","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alabama Emergency Management","NULL","NULL","|3|1|2|4|","NULL","NULL","http://ema.alabama.gov/","united states","alabama","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alabama Fire Marshal's Office","NULL","NULL","|3|","NULL","NULL","http://www.firemarshal.alabama.gov/","united states","alabama","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alabama Law Enforcement","NULL","NULL","|3|4|","NULL","NULL","http://dps.alabama.gov/Home/","united states","alabama","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alabama Public Health","NULL","NULL","|1|2|","NULL","NULL","http://www.adph.org/","united states","alabama","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alachua County Fire Rescue - Emergency Management","NULL","NULL","|3|","NULL","NULL","http://alachuacounty.us/Depts/PublicSafety/em/Pages/EmergencyManagement.aspx","united states","florida","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alamance County Emergency Operations","NULL","NULL","|3|4|","NULL","NULL","http://www.alamance-nc.com/firemarshal/get-alerts/","united states","north carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alberta Business Continuity","NULL","NULL","|3|4|5|","|emergency|plan|fire|pandemic|infuenza|pest|critical|dangerous|goods|earthquake|response|disease|animal|mass gathering|first nations|munipalities|petroleum|practtioner|","NULL","http://www.aema.alberta.ca/business-continuity","canada","alberta","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alberta Business Continuity links","NULL","NULL","|3|4|5|","|emergency|plan|communications|response|recovery|operations centre|coordination|incident|","NULL","http://www.aema.alberta.ca/business-continuity-related-links","canada","alberta","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alberta Emergency Alert","NULL","NULL","|3|1|","|emergency|response|health|","NULL","http://www.aema.alberta.ca/alberta-emergency-alert","canada","alberta","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alberta Emergency Management Agency","NULL","NULL","|3|1|2|6|","|response|recovery|emergency|business continuity|planning|guides|manufacturers|exporters|links|","NULL","http://www.aema.alberta.ca/","canada","alberta","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","alerts and warnings map","NULL","NULL","|3|1|","|emergency|management|alert|warning|fire|disaster|cyclone|tsunami|flood|","NULL","http://www.dfes.wa.gov.au/alerts/Pages/alertsmap.aspx","australia","western australia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alexander County Emergency Services","NULL","NULL","|3|4|","NULL","NULL","http://alexandercountync.gov/departments/emergency-services/","united states","north carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Algonquin college","NULL","NULL","|3|","|police|public|safety|mitigation|prevention|preparedness|recovery|risk|management|infrastructure|protection|","NULL","http://www.algonquincollege.com/ccol/program/emergency-management/part-time-online","canada","ontario","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Alleghany County Emergency Management","NULL","NULL","|3|4|","NULL","NULL","http://alleghanycounty-nc.gov/emergency_management.php","united states","north carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Allendale County Police Department Office of Emergency Management","NULL","NULL","|3|4|","NULL","NULL","http://www.allendalepd.org/oem/","united states","south carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Ambulance Service of New South Wales","NULL","NULL","|3|1|4|","|emergency|ambulance|service|paramedic|","NULL","http://www.ambulance.nsw.gov.au/","australia","new south wales","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Ambulance Victoria","NULL","NULL","|3|1|4|","|emergency|response|health|ambulance|","NULL","http://www.ambulance.vic.gov.au/index.html","australia","victoria","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","American Military University","NULL","NULL","|3|","|history|theory|planning|management|relief|recovery|economics|public|ergencies|disasters|catastrophes|prevention|reduction|hazards|cycle of disasters|coping strategies|preparedness|","NULL","http://www.amu.apus.edu/lp2/emergency-and-disaster-management/","united states","west virginia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","American public University","NULL","NULL","|3|","|antiterrorism|forensics|explosives|disposal|pre-disaster mitigation|planning|natural disasters|rapid deployment|fire services|local|tribal|state|national|","NULL","http://www.apu.apus.edu/academic/programs/degree/1245/bachelor-of-arts-in-emergency-and-disaster-management","united states","west virginia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","American Red Cross","NULL","NULL","|6|","|disaster preparedness|pandemics|accidental hazards|terrorist hazards|disaster protection|disaster recovery|make a plan|plan for risks|plan for family|develop a custom plan|indian country|location plans|school emergency plan|workplace plan|di|","NULL","www.redcross.org","united states","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","An emergency management framework for canada","NULL","NULL","|3|1|2|","|emergency|management|framework|coordination|ministers|","NULL","http://www.publicsafety.gc.ca/cnt/rsrcs/pblctns/mrgnc-mngmnt-frmwrk/index-eng.aspx","canada","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Anderson County Sheriff's Office Emergency Services Division","NULL","NULL","|3|4|","NULL","NULL","http://andersoncountyes.com/","united states","south carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Anderson University","NULL","NULL","NULL","|homeland|communications|operations|humanities|fine|arts|emergency|safety|disaster management|technology|leadership|public administration|crisis communication|information|intelligence|","NULL","http://www.andersonuniversity.edu/au-online/programs/emergency-services-management-homeland-security-operations-administration","united states","south carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Andrews University","NULL","NULL","NULL","|sociology|emergency|stress|dem|ography|grief|hazard|mitigation|management|community|assessment|communications|anthropology|","NULL","http://bulletin.andrews.edu/preview_program.php?catoid=11&poid=5718&returnto=1341","united states","michigan","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Anna maria college","NULL","NULL","NULL","|leadership|organization|communication|survivor-focused|community response|on-ground|simulation|hybrid masters degree|","NULL","http://www.annamaria.edu/mhemonline","united states","massachusetts","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Anson County Emergency Management","NULL","NULL","|3|4|","NULL","NULL","http://www.co.anson.nc.us/ResidentialServices/EmergencyManagement.aspx","united states","north carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","ARES of SC","NULL","NULL","|3|","NULL","NULL","http://ares-sc.org/","united states","south carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Arizona State Government Website","NULL","NULL","|3|4|","NULL","NULL","https://az.gov/","united states","arizona","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Arkansas Department of Emergency Management","NULL","NULL","|3|4|","NULL","NULL","http://www.adem.arkansas.gov/AEM/index.php","united states","arkansas","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Arkansas GIS Office","NULL","NULL","|3|2|","NULL","NULL","http://gis.arkansas.gov/","united states","arkansas","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Arkansas Highway and Transportation Department","NULL","NULL","|3|4|","NULL","NULL","http://www.arkansashighways.com/","united states","arkansas","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Arkansas Natural Resources Commission","NULL","NULL","|3|2|","NULL","NULL","http://www.anrc.arkansas.gov/","united states","arkansas","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Arkansas State University","NULL","NULL","|2|3|6|","|masters|disaster preparedness|emergency|management|mitigation|planning|recovery|communication|internship|thesis|","NULL","http://www.astate.edu/info/academics/degrees/degree-details.dot?mid=8c3a4e3a-425c-48f1-a9ec-6f1d8a89d3ab","united states","arkansas","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Arkansas Technical University","NULL","NULL","|4|2|3|","|emergency|planning|homeland|natural disasters|chem|ical incidents|terrorist events|social|natural|administrative skills|mitigation|recovery|","NULL","https://www.atu.edu/emergencymanagement/","united states","arkansas","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Ashe County Emergency Management","NULL","NULL","|3|4|","NULL","NULL","http://www.ashecountygov.com/departments/emergency-management","united states","north carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Athens-Clarke County Office of Emergency Management","NULL","NULL","|3|4|","NULL","NULL","http://athensclarkecounty.com/143/Emergency-Management-Office","united states","georgia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Atlanta-Fulton County Emergency Management Agency","NULL","NULL","|3|4|","NULL","NULL","http://fultoncountyga.gov/afcema","united states","georgia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Atmospheric Sciences","NULL","NULL","|3|2|","NULL","NULL","http://www.dri.edu/atmospheric-sciences","united states","nevada","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Augusta Georgia Emergency Management","NULL","NULL","|3|4|","NULL","NULL","http://www.augustaga.gov/462/Emergency-Management","united states","georgia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Australia's Aid Program","NULL","NULL","|2|","|aid|international|indo-pacific|","NULL","http://dfat.gov.au/aid/Pages/australias-aid-program.aspx","australia","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Australian Council of State Emergency Services","NULL","NULL","|3|2|","|emegency|management|services|territory|training|safety|cyclone|flood|tsunami|","NULL","http://ses.org.au/","australia","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Australian Emergency Management Volunteer Forum","NULL","NULL","|3|2|","|emergency|management|volunteer|forum|","NULL","http://www.aemvf.org.au/","australia","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Australian Emergency Managment Knowledge Hub","NULL","NULL","|3|","|practitioner and response|","NULL","https://www.emknowledge.gov.au/","australia","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Australian Federal Police","NULL","NULL","|3|4|","|emergency|security|safety|civil security|","NULL","http://www.afp.gov.au/","australia","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Australian Fire Authorities Council","NULL","NULL","|3|","|emergency|management|fire|authorities|council|disaster|","NULL","http://www.afac.com.au/","australia","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Australian Governent Department of Defense","NULL","NULL","|3|1|2|4|","|emergency|defense|response|recovery|civil protection|hazard|disaster|","NULL","http://www.defence.gov.au/","australia","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Australian Institute of Emergency Services","NULL","NULL","|3|1|2|4|","|emergency|services|insttute|training|organizations|rescue|disaster|mitigation|","NULL","http://www.aies.net.au/","australia","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Australian Maritime Safety Authority","NULL","NULL","|3|2|","|maritime|safety|search|rescue|environment|shipping|poison|spill|emergency|","NULL","http://www.amsa.gov.au/","australia","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Australian Red Cross","NULL","NULL","|3|6|","|emergency|response|crisis|volunteer|international|aid|aboriginal|humnitarian|","NULL","http://www.redcross.org.au/","australia","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Australian Volunteer Coast Guard","NULL","NULL","|3|6|","|emergency|response|recovery|marine|volunteer|coast|guard|humnitarian|","NULL","http://www.coastguard.com.au/","australia","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","avalance canada","NULL","NULL","|3|2|6|","|emergency|respone|recovery|avalanche|humaitarian|","NULL","http://www.avalanche.ca/","canada","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Avalanches Province of BC","NULL","NULL","|3|2|","|household emergency plan|emergency kit|landslides|","NULL","http://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/preparedbc/know-the-risks/avalanches","canada","british columbia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","B.C. Guidelines for Industry Emergency Response Plans","NULL","NULL","|3|","|emergency|response|plans|industry|training|evalutation|dangerous|hazardous|waste|chemicals|petroleum|","NULL","http://www2.gov.bc.ca/assets/gov/environment/air-land-water/spills-and-environmental-emergencies/docs/bc_guidelines_industry_emergency_respone_plans.pdf","canada","british columbia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Baker County Emergency Management","NULL","NULL","|3|4|","|shelters|evacuation routes|evacuation zones|preparedness|response|recovery|mitigation|policy & finance|emergency management|business continuity|","NULL","http://www.bakercountyfl.org/rescue/","united states","florida","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Ball State University","NULL","NULL","|2|4|","|masters|arts|environmental management|land management|industrial ecology|hazardous|materials|air|quality|pollution|control|homeland|","NULL","http://cms.bsu.edu/academics/collegesanddepartments/nrem/academicsadmissions/graduate-program/masters-program","united states","indiana","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Bamberg County Emergency Management Agency","NULL","NULL","|3|4|","NULL","NULL","http://www.bambergcountysc.gov/index.php?option=com_content&task=view&id=30&Itemid=62","united states","south carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Barnwell County Emergency Management","NULL","NULL","|3|4|","NULL","NULL","http://www.barnwellcountysc.us/barnwell-department-directory/emergencymanagement/","united states","south carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Barrow County Emergency Services Department","NULL","NULL","|3|4|","NULL","NULL","http://www.barrowga.org/departments/emergency-services-department/?id=31","united states","georgia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Barry University","NULL","NULL","|2|3|4|5|","|bachelor|disaster mitigation|preparation|recovery|homeland|hazard|mitigation|international|","NULL","https://www.barry.edu/emergency-management/","united states","florida","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Baruch College","NULL","NULL","|2|","|public|affairs|masters|bachelor|executive|minor|survey|policy|leader|theory|","NULL","http://www.baruch.cuny.edu/spa/","united states","new york","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Baton Rouge Community college","NULL","NULL","|3|","|public|private|entities|management|logistics|ergencies|applied|technology|certificate|","NULL","http://www.mybrcc.edu/academics/business_and_social_science/certemergencymgmt.php","united states","louisiana","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Bay County Emergency Management","NULL","NULL","|3|4|","|sheiff|fire|rescue|health|ems|emergency response|","NULL","http://www.co.bay.fl.us/emergency/management.php","united states","florida","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","BC All Hazard Plan","NULL","NULL","|3|","|emergency plan|earthquake|response|plan|","NULL","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/provincial-emergency-planning/embc-all-hazard-plan.pdf","canada","british columbia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","BC Coroners Service Mass Fatality Response Plan","NULL","NULL","|3|","|drought|response|plan|preparedness|legislation|indicators|","NULL","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/provincial-emergency-planning/bccs-mass-fatality-response-plan.pdf","canada","british columbia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","BC Earthquake Immediatre Response Plan","NULL","NULL","|3|","|household emergency plan|emergency kit|disease outbreaks|contagion|outbreak|health|","NULL","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/provincial-emergency-planning/irp.pdf","canada","british columbia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","BC Wildfire","NULL","NULL","|2|3|","|alerts|earthquake|fire|flood|tsunami|","NULL","http://bcwildfire.ca/hprScripts/WildfireNews/FireCentrePage.asp","canada","british columbia","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Beaufort County Emergency Management","NULL","NULL","|3|4|","NULL","NULL","http://www.bcgov.net/departments/public-safety/emergency-management/","united states","south carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Berkely County Emergency Management - Storm Watch","NULL","NULL","|3|4|","NULL","NULL","http://gis.berkeleycountysc.gov/hurricane/","united states","south carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Berkely County Emergency Preparedness","NULL","NULL","|3|4|","NULL","NULL","https://www.berkeleycountysc.gov/drupal/emergency","united states","south carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Bertie County Emergency Services","NULL","NULL","|3|4|","NULL","NULL","http://www.co.bertie.nc.us/departments/em/em.html","united states","north carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","Bladen County Emergency Services","NULL","NULL","|3|4|","NULL","NULL","http://www.bladennc.govoffice3.com/index.asp?SEC=2888C1D7-185C-4701-BA8E-08B21932DEBE&Type=B_BASIC","united states","north carolina","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
"infoResource","blood safety contirbution program","NULL","NULL","|1|2|","|health|blood|safety|contribution|program|surveillance|","NULL","http://www.phac-aspc.gc.ca/surveillance-eng.php","canada","all regions","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","0","NULL","##########","##########"
