"subclass","name","description","data","divisions","keywords","slug","url","country","state","city","lat","lng","pinned_by","pinned_at","visibility","status_flag","owner_id","deleted","publish_date","created_at","updated_at"
"article","Ebola diaries: Making things work in a desperate situation","One year ago, when Dr Olushayo arrived to coordinate the WHO Ebola response in Sierra Leone, he found not only an outbreak on a scale beyond his worst imaginings but myriad problems that needed complex solutions.  Even where funds were available, there...","[null,9]","|1|3|","|outbreak|response|","NULL","http://www.who.int/features/2015/ebola-diaries-olushayo/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","1","0","1/15/07 0:00","1/21/16 0:36","1/21/16 0:36"
"article","Helping Guinean communities fight Ebola","In May 2015, cases of Ebola began to appear in Tanene, Dubreka Prefecture, Guinea, an area that had previously been unaffected. To ensure the outbreak does not spread, WHO and partners have launched a surveillance campaign to find individuals who might...","[null,9]","|1|","|outbreak|","NULL","http://www.who.int/features/2015/guinea-communities-fight-ebola/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","1","0","6/26/15 0:00","1/21/16 0:36","1/21/16 0:36"
"article","Ebola outbreak response: maps ","  ","[null,9]","NULL","NULL","NULL","http://www.who.int/entity/csr/disease/ebola/maps/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","1","0","6/25/15 0:00","1/21/16 0:36","1/21/16 0:36"
"article","Ebola preparedness activities","Since 2014, over 110 countries have received support to strengthen public health response capacities in relation to Ebola virus disease (EVD). Since October 2014, WHO has deployed over 230 individuals to support preparedness efforts in priority countri...","[null,9]","|3|4|1|","|preparedness|virus|response|","NULL","http://www.who.int/entity/csr/disease/ebola/ihr-preparedness-flyer/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","1","0","6/24/15 0:00","1/21/16 0:36","1/21/16 0:36"
"article","One of Sierra Leone's toughest slums beats Ebola","On a stretch of scenic coastline at the edge of the Atlantic Ocean sits one of Freetown, Sierra Leone‰Ûªs, toughest neighbourhoods ‰ÛÒ Moa Wharf. It is a cluster of congested, tightly-packed corrugated iron and brick homes and shops. The passageways ar...","[null,9]","|1|3|","|response|virus|","NULL","http://www.who.int/features/2015/sierra-leone-getting-to-zero/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","1","0","6/22/15 0:00","1/21/16 0:36","1/21/16 0:36"
"article","Ebola outbreak: Current funding requirements","The full WHO budget from June to December 2015 is an estimated USD$ 249M to cover Ebola response, preparedness, safe reactivation and early recovery of health systems, and a total of USD$ 279M including Ebola research and development requirements.  To ...","[null,9]","|3|4|","|recovery|preparedness|response|","NULL","http://www.who.int/entity/csr/disease/ebola/funding-requirements/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","1","0","6/20/15 0:00","1/21/16 0:36","1/21/16 0:36"
"article","Partners: Global Outbreak Alert and Response Network (GOARN)","The Global Outbreak Alert and Response Network focuses technical and operational resources from scientific institutions in Member States, medical and surveillance initiatives, regional technical networks, networks of laboratories, United Nations organi...","[null,9]","|6|3|1|","|outbreak|humanitarian|response|","NULL","http://www.who.int/entity/csr/disease/ebola/partners/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","1","0","6/20/15 0:00","1/21/16 0:36","1/21/16 0:36"
"article","WHO Director-General addresses international conference of nurses","Excellencies, members and executives of the International Council of Nurses, ladies and gentlemen,  It is said that a person who saves a life is a hero. A person who saves hundreds of lives is obviously a nurse. ","[null,9]","NULL","NULL","NULL","http://www.who.int/entity/dg/speeches/2015/international-conference-nurses/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","1","0","6/20/15 0:00","1/21/16 0:36","1/21/16 0:36"
"article","Preparedness of countries to rapidly detect and respond to an Ebola exposure","WHO‰Ûªs preparedness activities aim to ensure all countries are ready to effectively and safely detect, investigate and report potential Ebola virus disease (EVD) cases, and to mount an effective response. Given the evolving situation of EVD, there is ...","[null,9]","|1|3|4|","|outbreak|virus|preparedness|response|","NULL","http://www.who.int/entity/csr/disease/ebola/preparedness/preparedness-activities/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","1","0","6/16/15 0:00","1/21/16 0:36","1/21/16 0:36"
"article","Liberia: Staying at zero Ebola transmission","  Ebola transmission  may  be over in Liberia, but in northwestern Lofa County health officials are concerned about its return. The virus first surfaced in the county in March 2014 via a traveller from Guinea and went on to devastate the country. ","[null,9]","|1|","|virus|","NULL","http://www.who.int/features/2015/liberia-staying-at-zero/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","1","0","6/15/15 0:00","1/21/16 0:36","1/21/16 0:36"
"article","Zika virus infection ‰ÛÒ Bolivia","On 16 January 2016, Ministry of Health of Bolivia, through its National IHR Focal Points (NFP), notified PAHO/WHO of the first laboratory-confirmed cases of locally-acquired Zika virus infection in the country. The case is a 32-year-old pregnant woman ...","[null,9]","|1|","|virus|","NULL","http://www.who.int/entity/csr/don/20-january-2016-zika-bolivia/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","2","0","1/20/16 18:00","1/21/16 0:36","1/21/16 0:36"
"article","Zika virus infection ‰ÛÒ Guyana, Barbados and Ecuador","Between 14 and 15 January 2016, the National IHR Focal Points (NFP) for Guyana, Barbados and Ecuador notified PAHO/WHO of cases of Zika virus infection.   On 14 January, the NFP for Guyana reported the first laboratory-confirmed case of locally-acquire...","[null,9]","|1|","|virus|","NULL","http://www.who.int/entity/csr/don/20-january-2016-zika-guyana-barbados-ecuador/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","2","0","1/20/16 18:00","1/21/16 0:36","1/21/16 0:36"
"article","Human infection with avian influenza A(H7N9) virus ‰ÛÒ China","On 11 November 2015, the National Health and Family Planning Commission (NHFPC) of China notified WHO of 2 additional laboratory-confirmed cases of human infection with avian influenza A(H7N9) virus.   The Chinese Government has taken the following sur...","[null,9]","|1|","|virus|","NULL","http://www.who.int/entity/csr/don/13-november-2015-avian-influenza-china/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","12","0","11/13/15 14:00","1/21/16 0:36","1/21/16 0:36"
"article","Human infection with avian influenza A(H5N6) virus ‰ÛÒ China","Between 30 December 2015 and 2 January 2016, the National Health and Family Planning Commission (NHFPC) of China notified WHO of 2 additional laboratory-confirmed cases of human infection with avian influenza A(H5N6) virus.   The Chinese Government has...","[null,9]","|1|","|virus|","NULL","http://www.who.int/entity/csr/don/4-january-2016-avian-influenza-china/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","12","0","4/16/01 17:00","1/21/16 0:36","1/21/16 0:36"
"article","Microcephaly ‰ÛÒ Brazil","On 4 January 2016, the Ministry of Health (MoH) of Brazil provided PAHO/WHO with an epidemiological report regarding the increase of microcephaly cases in the country.  As of 2 January, 3,174 suspected cases of microcephaly, including 38 deaths, had be...","[null,9]","NULL","NULL","NULL","http://www.who.int/entity/csr/don/8-january-2016-brazil-microcephaly/en/index.html","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","2","0","8/16/01 16:00","1/21/16 0:36","1/21/16 0:36"
"article","International team tests virtual reality technology for sustaining astronauts‰Ûª mental health at CFS Alert","A team of international investigators is testing a new virtual reality technology at Canadian Forces Station Alert, Nunavut, this winter. The project, which began last week, will see if simulated natural beauty can relieve astronauts‰Ûª psychological c...","[null,9]","NULL","NULL","NULL","http://www.rcaf-arc.forces.gc.ca/en/article-template-standard.page?doc=international-team-tests-virtual-reality-technology-for-sustaining-astronauts-mental-health-at-cfs-alert/iivb857k","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","3","0","8/16/01 5:00","1/21/16 0:36","1/21/16 0:36"
"article","Join our team. Make an impact.","Do you want to join a dedicated team of experts that contribute to the defence, safety and security of Canadians?Whether you‰Ûªre conducting research, developing a new technology or working to improve the organization ‰ÛÒ your efforts at Defence Resea...","[null,9]","|4|","|security|","NULL","http://www.drdc-rddc.gc.ca/en/careers.page","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","3","0","12/14/15 5:00","1/21/16 0:36","1/21/16 0:36"
"article","Government of Canada supports law enforcement across Canada with innovative projects to combat radicalization and other emerging threats","New federal investments to provide support for new tools and knowledge to better support law enforcement and protect Canadians","[null,9]","NULL","NULL","NULL","http://news.gc.ca/web/article-en.do?mthd=index&amp;crtr.page=1&amp;nid=1011869","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","3","0","7/30/15 4:00","1/21/16 0:36","1/21/16 0:36"
"article","Government of Canada Supports Improved Monitoring of Canada's Arctic Waters","New federal investment to support improved monitoring of maritime activities in the Canadian ArcticåÊ‰ÛÒ Ottawa, ON Associate Minister of National Defence, Julian Fantino, today announced an innovative new project to support Arctic research, as well as...","[null,9]","|4|","|threat|security|","NULL","http://news.gc.ca/web/article-en.do;jsessionid=e6be6cc6873329c56f93fc0b8efd216f6b540b5a600581b0a92f5613c032a9a7.e38RbhaLb3qNe38Sb310?mthd=tp&amp;crtr.page=1&amp;nid=1006709&amp;crtr.tp1D=1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","3","0","7/24/15 4:00","1/21/16 0:36","1/21/16 0:36"
"article","Government of Canada Supports Improved Cyber Protection and Interoperability Across Canada","Regina, Saskatchewan - Tom Lukiwski, Member of Parliament for Regina-Lumsden-Lake Centre, on behalf of the Associate Minister of National Defence, Julian Fantino, today announced two new cutting-edge projects to better protect cyber systems and support...","[null,9]","|4|","|security|","NULL","http://news.gc.ca/web/article-en.do?mthd=index&amp;crtr.page=1&amp;nid=1003699&amp;_ga=1.51254121.1914356150.1424700492","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","3","0","7/21/15 4:00","1/21/16 0:36","1/21/16 0:36"
"article","Government of Canada Supports Enhanced Tools for Natural Disaster and Public Health Emergency Response","WINNIPEG, MANITOBA ‰ÛÓ James Bezan, Parliamentary Secretary to the Minister of National Defence and the Member of Parliament for Selkirk‰ÛÓInterlake, and Lawrence Toet, the Member of Parliament for Elmwood‰ÛÓTranscona, on behalf of Associate Minister o...","[null,9]","|4|","|security|","NULL","http://news.gc.ca/web/article-en.do?mthd=index&amp;crtr.page=1&amp;nid=1002869","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","3","0","7/21/15 4:00","1/21/16 0:36","1/21/16 0:36"
"article","Government of Canada supports improved first responder information sharing across Canada","New federal investments to provide support for tools and knowledge to better support interoperability among police, fire, and paramedic services.","[null,9]","NULL","NULL","NULL","http://news.gc.ca/web/article-en.do?mthd=tp&amp;crtr.page=1&amp;nid=1000599&amp;crtr.tp1D=1&amp;_ga=1.225328090.1914356150.1424700492","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","3","0","7/14/15 4:00","1/21/16 0:36","1/21/16 0:36"
"article","Government of Canada supports local first responders across Canada","New federal investments will provide tools and knowledge to better support first responders.","[null,9]","NULL","NULL","NULL","http://news.gc.ca/web/article-en.do?mthd=tp&amp;crtr.page=1&amp;nid=992799&amp;crtr.tp1D=1&amp;_ga=1.228642652.1989634305.1404431555","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","3","0","6/26/15 4:00","1/21/16 0:36","1/21/16 0:36"
"article","VIDEO: The Canada ‰ÛÒ U.S. Enhanced Resiliency Experiment: CAUSE III","Digital volunteers are tech savvy individuals who donate their time and expertise by working online from anywhere in the world, gathering and analysing social media data to help emergency professionals and government organizations during disasters.","[null,9]","NULL","NULL","NULL","https://www.youtube.com/watch?v=HTobDhe9ceg","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","3","0","8/15/05 4:00","1/21/16 0:36","1/21/16 0:36"
"article","Canadian and American officials work together to improve cross-border communications","The Honourable Steven Blaney, Canada's Minister of Public Safety and Emergency Preparedness, and the Honourable Rob Nicholson, Minister of National Defence, today recognized the work of participants on both sides of the border in the third Canada - U.S...","[null,9]","|3|5|4|","|preparedness|resiliency|","NULL","http://news.gc.ca/web/article-en.do?mthd=tp&amp;crtr.page=2&amp;nid=912369&amp;crtr.tp1D=1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","3","0","5/14/12 5:00","1/21/16 0:36","1/21/16 0:36"
"article","Take Our Kids to Work Day at the Canadian Armed Forces and National Defence across Canada","The Canadian Armed Forces and National Defence version of Take Our Kids to Work Day held on November 5, 2014 in the National Capital Region, at Canadian Forces Base Shilo, at Defence Research and Development Canada`s Toronto Research Centre and at the ...","[null,9]","NULL","NULL","NULL","http://www.army-armee.forces.gc.ca/en/news-publications/national-news-details-no-menu.page?doc=take-our-kids-to-work-day-at-the-canadian-armed-forces-and-national-defence-across-canada/i2kahsop","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","3","0","2/14/12 5:00","1/21/16 0:36","1/21/16 0:36"
"article","Philippine congress commends former UNISDR chief for her advocacy on disaster risk reduction","Dr. Robert Glasser, the new head of UNISDR, said 'Nobody deserves this honour more. Margareta Wahlstr&ouml;m has been at the forefront of advocacy for reducing disaster risk and encouraging the concrete initiatives which the Philippine Government has b...","[null,9]","NULL","NULL","NULL","http://www.preventionweb.net/english/professional/news/v.php?id=47430","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","6","0","1/18/16 23:00","1/21/16 0:36","1/21/16 0:36"
"article","Caribbean‰Ûªs new disaster risk awards","PANAMA, 18 January, 2016 - The Caribbean Disaster Emergency Management Agency (CDEMA) has launched an awards scheme for&nbsp;2016 which seeks to support national and regional efforts to reduce disaster loss and the impacts of climate change.CDEMA i...","[null,9]","|3|5|4|6|2|","|risk management|risk reduction|resilience|hurricane|preparedness|infrastructure|response|","NULL","http://feedproxy.google.com/~r/unisdr/~3/7V7ffnoeiKs/47398","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","4","0","1/17/16 23:00","1/21/16 0:36","1/21/16 0:36"
"article","Science helps understand landslide risk","By Jonathan FowlerDURHAM, England, 15 January 2016 &ndash; Down in the depths of a cutting-edge lab in this English university city, scientists are working to rein in the risk posed by landslides around the globe.The team members at the Laithwaite ...","[null,9]","|3|4|5|6|2|","|risk reduction|landslide|resilience|risk management|threat|earthquake|","NULL","http://feedproxy.google.com/~r/unisdr/~3/nlNPheor7BI/47379","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","4","0","1/14/16 23:00","1/21/16 0:36","1/21/16 0:36"
"article","Dr. Robert Glasser takes the helm at UNISDR","08 January 2016, GENEVA &ndash; Dr. Robert Glasser, an experienced leader and thinker on development issues, took up his new role this week as head of the UN Office for Disaster Risk Reduction (UNISDR). He was appointed as Special Representative of the...","[null,9]","|3|4|6|2|","|risk reduction|humanitarian|infrastructure|aid|flood|","NULL","http://feedproxy.google.com/~r/unisdr/~3/tZYJvF2beVc/47284","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","4","0","7/16/01 23:00","1/21/16 0:36","1/21/16 0:36"
"article","US wildfires set new record","By Denis McCleanGENEVA, January 7, 2016 - A new report from the US Department of Agriculture highlights the threat of wildfires to a warming, more drought-prone planet and the impact they can have on budgets for forest restoration.Yesterday in Wash...","[null,9]","|3|4|5|","|risk reduction|resiliency|infrastructure|threat|preparedness|","NULL","http://feedproxy.google.com/~r/unisdr/~3/21tT6GvCoV8/47271","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","4","0","6/16/01 23:00","1/21/16 0:36","1/21/16 0:36"
"article","Malawi pioneers peer review for disaster risk reduction in Africa","LILONGWE, 6 January 2016 &ndash; Africa has cleared a new milestone in its drive to implement the Sendai Framework for Disaster Risk Reduction. The pioneer is Malawi, which has undergone a peer review of its policies and actions, almost a year after be...","[null,9]","|3|4|5|","|risk reduction|risk management|civil protection|","NULL","http://feedproxy.google.com/~r/unisdr/~3/YiJ-ajwQz74/47244","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","4","0","5/16/01 23:00","1/21/16 0:36","1/21/16 0:36"
"article","Sendai Framework key for local resilience in Africa","JOHANNESBURG, South Africa, 5 January 2016 &ndash; Disasters in Sub-Saharan Africa are increasing in frequency, severity and impacts, and the continent&rsquo;s rapid urban growth means that risk-sensitive development is crucial, according to participan...","[null,9]","|3|4|5|","|risk reduction|resilience|","NULL","http://feedproxy.google.com/~r/unisdr/~3/rCWGaypvC54/47223","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","4","0","4/16/01 23:00","1/21/16 0:36","1/21/16 0:36"
"article","India responds to quake","By Andy McElroyBANGKOK, 4 January 2016 &ndash; India&rsquo;s Minister of State for Home Affairs and UNISDR Champion, Mr Kiren Rijiju, was today on his way to the country&rsquo;s north-east to oversee initial rescue and relief efforts hours after an ear...","[null,9]","|3|6|2|4|5|","|earthquake|risk reduction|response|risk management|relief|recovery|preparedness|","NULL","http://feedproxy.google.com/~r/unisdr/~3/OrcKvqZDRBE/47199","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","4","0","3/16/01 23:00","1/21/16 0:36","1/21/16 0:36"
"article","Appliance of science key to disaster risk reduction","By Jonathan FowlerGENEVA, 30 December 2015 &ndash; Hundreds of science and technology specialists from around the globe will come together next month to harness their expertise to help reduce disaster risk.The 27-29 January UNISDR Science and Techn...","[null,9]","|3|4|6|2|","|risk reduction|earthquake|coordination|flood|","NULL","http://feedproxy.google.com/~r/unisdr/~3/r-PoLC0WisY/47180","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","4","0","12/29/15 23:00","1/21/16 0:36","1/21/16 0:36"
"article","Facing the new abnormal","GENEVA, 29 December 2015 &ndash; In the wake of the extreme tornadoes that struck the United States over Christmas, freak snowfalls in Mexico and heavy flooding in South America and the United Kingdom, Ms. Margareta Wahlstr&ouml;m, head of the UN Offic...","[null,9]","|3|4|2|6|5|","|risk reduction|resilience|flood|infrastructure|tornado|","NULL","http://feedproxy.google.com/~r/unisdr/~3/jiOUboAxmj8/47171","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","4","0","12/28/15 23:00","1/21/16 0:36","1/21/16 0:36"
"article","UNISDR Chief welcomes World Tsunami Awareness Day","23 December 2015, GENEVA &ndash;The head of the UN Office for Disaster Risk Reduction, Margareta Wahlstr&ouml;m, today welcomed the passing of a resolution yesterday by the UN General Assembly which recognizes November 5 as World Tsunami Awareness Day....","[null,9]","|3|4|6|2|1|","|risk reduction|tsunami|nuclear|infrastructure|threat|earthquake|","NULL","http://feedproxy.google.com/~r/unisdr/~3/S1zxV7USp-o/47148","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","0","4","0","12/22/15 23:00","1/21/16 0:36","1/21/16 0:36"
